
"state","county","anew_score"
"georgia","fulton",7.05
"georgia","fulton",4.485
"georgia","fulton",7.795
"georgia","fulton",8.435
"georgia","fulton",2.325
"georgia","fulton",8.21
"georgia","fulton",5.86
"georgia","fulton",5.86
"georgia","fulton",7.08
"georgia","fulton",3.275
"georgia","fulton",7.91
"georgia","fulton",6.78
"georgia","fulton",6.24333333333333
"georgia","fulton",5.95
"georgia","fulton",1.94
"georgia","fulton",2.44
"georgia","fulton",6.76
"georgia","fulton",8.72
"georgia","fulton",8.0125
"georgia","fulton",3.275
"georgia","fulton",8.26
"georgia","fulton",6.411111111
"georgia","fulton",7.2
"georgia","fulton",3.705
"georgia","fulton",5.31
"georgia","fulton",5.31
"georgia","fulton",7.21
"georgia","fulton",4.82
"georgia","fulton",5.15
"georgia","fulton",7.025
"georgia","fulton",7.05
"georgia","fulton",6.688888889
"georgia","fulton",5.722222222
"georgia","fulton",7.47
"georgia","fulton",6.165
"georgia","fulton",6.65666666666667
"georgia","fulton",8.72
"georgia","fulton",7.47
"georgia","fulton",8.21
"georgia","fulton",7.6
"georgia","fulton",8.26
"georgia","fulton",8.21
"georgia","fulton",2.09
"georgia","fulton",5.55
"georgia","fulton",7.90333333333333
"georgia","fulton",7.47
"georgia","fulton",4.09
"georgia","fulton",6.87
"georgia","fulton",7.47
"georgia","fulton",7.47
"georgia","fulton",4.02
"georgia","fulton",4.93
"georgia","fulton",6.91
"georgia","fulton",7.67
"georgia","fulton",8.25666666666667
"georgia","fulton",7.46333333333333
"georgia","fulton",7.33
"georgia","fulton",3.685
"georgia","fulton",7.2
"georgia","fulton",8.13
"georgia","fulton",5.31
"georgia","fulton",7.75
"georgia","fulton",5.08
"georgia","fulton",2.44
"georgia","fulton",8.21
"georgia","fulton",8.16
"georgia","fulton",6.87
"georgia","fulton",2.43
"georgia","fulton",7.61
"georgia","fulton",7.33
"georgia","fulton",8.72
"georgia","fulton",4.91
"georgia","fulton",6.93
"georgia","fulton",7.5
"georgia","fulton",4.93
"georgia","fulton",8.72
"georgia","fulton",8.49
"georgia","fulton",8.72
"georgia","fulton",7.2
"georgia","fulton",8.26
"georgia","fulton",5.22
"georgia","fulton",8.37
"georgia","fulton",7.33
"georgia","fulton",8.05
"georgia","fulton",7.33
"georgia","fulton",7.065
"georgia","fulton",6.28
"georgia","fulton",5.24
"georgia","fulton",7.2
"georgia","fulton",6.32
"georgia","fulton",6.715
"georgia","fulton",7.11
"georgia","fulton",7.11
"georgia","fulton",7.11
"georgia","fulton",8.72
"georgia","fulton",4.09
"georgia","fulton",7.33
"georgia","fulton",5.67
"georgia","fulton",7.62
"georgia","fulton",2.24
"georgia","fulton",7.71
"georgia","fulton",8.375
"georgia","fulton",2.12
"georgia","fulton",6.55
"georgia","fulton",6.55
"georgia","fulton",6.55
"georgia","fulton",8.72
"georgia","fulton",8.02
"georgia","fulton",1.94
"georgia","fulton",7.59
"georgia","fulton",5.55
"georgia","fulton",5.31
"georgia","fulton",8.425
"georgia","fulton",3.21
"georgia","fulton",7.27
"georgia","fulton",4.635
"georgia","fulton",7.655
"georgia","fulton",5.56333333333333
"georgia","fulton",7.8
"georgia","fulton",5.24
"georgia","fulton",6.39
"georgia","fulton",8.64
"georgia","fulton",7.91
"georgia","fulton",8.47
"georgia","fulton",6
"georgia","fulton",6.18
"georgia","fulton",7.1875
"georgia","fulton",5.55
"georgia","fulton",8.72
"georgia","fulton",6.411111111
"georgia","fulton",8.38
"georgia","fulton",7.05
"georgia","fulton",5.13
"georgia","fulton",7.03
"georgia","fulton",4.33
"georgia","fulton",8.025
"georgia","fulton",5.36
"georgia","fulton",4.82
"georgia","fulton",4.02
"georgia","fulton",8.21
"georgia","fulton",2.12
"georgia","fulton",4.67666666666667
"georgia","fulton",2.44
"georgia","fulton",6.73
"georgia","fulton",2.85
"georgia","fulton",8.72
"georgia","fulton",4.09
"georgia","fulton",4.02
"georgia","fulton",6.87
"georgia","fulton",8.72
"georgia","fulton",7.55
"georgia","fulton",6.32
"georgia","fulton",6.73
"georgia","fulton",8.285
"georgia","fulton",2.09
"georgia","fulton",7.2
"georgia","fulton",7.47
"georgia","fulton",8.72
"georgia","fulton",7.6
"georgia","fulton",7.47
"georgia","fulton",7.27
"georgia","fulton",6.54
"georgia","fulton",6.39
"georgia","fulton",5.31
"georgia","fulton",5.55
"georgia","fulton",6.145
"georgia","fulton",8.17
"georgia","fulton",7.015
"georgia","fulton",7.62
"georgia","fulton",7.47
"georgia","fulton",4.82
"georgia","fulton",5.97
"georgia","fulton",7.47
"georgia","fulton",6.411111111
"georgia","fulton",4.815
"georgia","fulton",6.39
"georgia","fulton",7.47
"georgia","fulton",8.72
"georgia","fulton",5.55
"georgia","fulton",7.62
"georgia","fulton",6.32
"georgia","fulton",4.82
"georgia","fulton",4.82
"georgia","fulton",2.24
"georgia","fulton",5.2
"georgia","fulton",7.26
"georgia","fulton",4.33
"georgia","fulton",8.72
"georgia","fulton",8.22
"georgia","fulton",5.175
"georgia","fulton",6.39
"georgia","fulton",6.02
"georgia","fulton",2.24
"georgia","fulton",4.765
"georgia","fulton",7.27
"georgia","fulton",3.58
"georgia","fulton",7
"georgia","fulton",5.55
"georgia","fulton",2.44
"georgia","fulton",7.47
"georgia","fulton",7
"georgia","fulton",7.47
"georgia","fulton",5.31
"georgia","fulton",3.58
"georgia","fulton",5.31
"georgia","fulton",5.37
"georgia","fulton",3.93
"georgia","fulton",6.87
"georgia","fulton",6.89
"georgia","fulton",5.31
"georgia","fulton",6.73
"georgia","fulton",4.385
"georgia","fulton",4.915
"georgia","fulton",4.533333333
"georgia","fulton",8.025
"georgia","fulton",5.11
"georgia","fulton",5.74
"georgia","fulton",8.72
"georgia","fulton",7.2
"georgia","fulton",7.41
"georgia","fulton",8.72
"georgia","fulton",7.3
"georgia","fulton",8.72
"georgia","fulton",6.411111111
"georgia","fulton",7.39
"georgia","fulton",6.61333333333333
"georgia","fulton",7.135
"georgia","fulton",8.26
"georgia","fulton",7.36
"georgia","fulton",2.24
"georgia","fulton",7.47
"georgia","fulton",6.68
"georgia","fulton",4.09
"georgia","fulton",4.2
"georgia","fulton",7.64
"georgia","fulton",6.165
"georgia","fulton",1.9
"georgia","fulton",8.025
"georgia","fulton",8.15
"georgia","fulton",7.47
"georgia","fulton",6.87
"georgia","fulton",7.7
"georgia","fulton",8.72
"georgia","fulton",5.505
"georgia","fulton",8.21
"georgia","fulton",5.04
"georgia","fulton",5.04
"georgia","fulton",5.52333333333333
"georgia","fulton",6.39
"georgia","fulton",6.08
"georgia","fulton",5.62
"georgia","fulton",5.09
"georgia","fulton",8.025
"georgia","fulton",6.73
"georgia","fulton",5.55
"georgia","fulton",4.795
"georgia","fulton",4.33
"georgia","fulton",6.18
"georgia","fulton",5.13
"georgia","fulton",5.99333333333333
"georgia","fulton",5.185
"georgia","fulton",7.304
"georgia","fulton",5.268
"georgia","fulton",2.24
"georgia","fulton",7.33
"georgia","fulton",7.26
"georgia","fulton",5.55
"georgia","fulton",5.08
"georgia","fulton",6.63
"georgia","fulton",6.68
"georgia","fulton",3.58
"georgia","fulton",6.87
"georgia","fulton",4.36666666666667
"georgia","fulton",6.39
"georgia","fulton",8.025
"georgia","fulton",6.93
"georgia","fulton",6.93
"georgia","fulton",6.32
"georgia","fulton",6.32
"georgia","fulton",8.72
"georgia","fulton",4.725
"georgia","fulton",2.31
"georgia","fulton",7.26
"georgia","fulton",2.95
"georgia","fulton",7.84
"georgia","fulton",7.25
"georgia","fulton",6.73
"georgia","fulton",6.73
"georgia","fulton",8.25666666666667
"georgia","fulton",6.32
"georgia","fulton",6.8625
"georgia","fulton",7.06
"georgia","fulton",6.18
"georgia","fulton",8.37
"georgia","fulton",6.16
"georgia","fulton",6.87
"georgia","fulton",5.27
"georgia","fulton",5.73
"georgia","fulton",3.08
"georgia","fulton",5.3
"georgia","fulton",4.02
"georgia","fulton",6.915
"georgia","fulton",6.45
"georgia","fulton",6.65333333333333
"georgia","fulton",6.58
"georgia","fulton",5.31
"georgia","fulton",5.31
"georgia","fulton",7.39
"georgia","fulton",5.78
"georgia","fulton",6.37
"georgia","fulton",6.87
"georgia","fulton",8.72
"georgia","fulton",5.705
"georgia","fulton",1.9
"georgia","fulton",7.59
"georgia","fulton",5.06
"georgia","fulton",3.93
"georgia","fulton",6.02
"georgia","fulton",7.455
"georgia","fulton",6
"georgia","fulton",5.08
"georgia","fulton",4.995
"georgia","fulton",6.59
"georgia","fulton",8.22
"georgia","fulton",5.31
"georgia","fulton",8.095
"georgia","fulton",7.59
"georgia","fulton",8.37
"georgia","fulton",7.26
"georgia","fulton",2.24
"georgia","fulton",6.485
"georgia","fulton",7.47
"georgia","fulton",2.39
"georgia","fulton",7.65
"georgia","fulton",7.65
"georgia","fulton",8.025
"georgia","fulton",6.89
"georgia","fulton",8.72
"georgia","fulton",6.03
"georgia","fulton",2.39
"georgia","fulton",6.03
"georgia","fulton",4.365
"georgia","fulton",7.91
"georgia","fulton",5.325
"georgia","fulton",6.68
"georgia","fulton",7.665
"georgia","fulton",6.87
"georgia","fulton",8.72
"georgia","fulton",8.72
"georgia","fulton",6.065
"georgia","fulton",7.7
"georgia","fulton",5.71
"georgia","fulton",6.98
"georgia","fulton",5.66
"georgia","fulton",3.15
"georgia","fulton",2.31
"georgia","fulton",8.05
"georgia","fulton",5.7425
"georgia","fulton",3.58
"georgia","fulton",8.22
"georgia","fulton",2.24
"georgia","fulton",6.03
"georgia","fulton",7.65
"georgia","fulton",7.795
"georgia","fulton",4.975
"georgia","fulton",2.12
"georgia","fulton",6.73
"georgia","fulton",7.47
"georgia","fulton",8.22
"georgia","fulton",7.11
"georgia","fulton",4.75
"georgia","fulton",6.73
"georgia","fulton",7.2
"georgia","fulton",7.2
"georgia","fulton",6.76
"georgia","fulton",6.41
"georgia","fulton",6.87
"georgia","fulton",7.08
"georgia","fulton",7.26
"georgia","fulton",6.577777778
"georgia","fulton",8.72
"georgia","fulton",7.33
"georgia","fulton",7.47
"georgia","fulton",6.76
"georgia","fulton",6.76
"georgia","fulton",6.32
"georgia","fulton",6.32
"georgia","fulton",5.26
"georgia","fulton",7.11
"georgia","fulton",7.71
"georgia","fulton",7.75
"georgia","fulton",5.55
"georgia","fulton",7.6
"georgia","fulton",2.44
"georgia","fulton",6.28
"georgia","fulton",8.025
"georgia","fulton",8.15
"georgia","fulton",8.72
"georgia","fulton",7.62
"georgia","fulton",7.2
"georgia","fulton",7.8
"georgia","fulton",8.025
"georgia","fulton",8.025
"georgia","fulton",6.39
"georgia","fulton",7.3
"georgia","fulton",7.85
"georgia","fulton",7.76
"georgia","fulton",7.76
"georgia","fulton",6.28
"georgia","fulton",2.82
"georgia","fulton",8.095
"georgia","fulton",7.64
"georgia","fulton",6.87
"georgia","fulton",8.26
"georgia","fulton",7.84
"georgia","fulton",6.55
"georgia","fulton",6.73
"georgia","fulton",7.60333333333333
"georgia","fulton",4.47
"georgia","fulton",7.33
"georgia","fulton",6.32
"georgia","fulton",6.855
"georgia","fulton",7.26
"georgia","fulton",8.72
"georgia","fulton",6.39
"georgia","fulton",6.98
"georgia","fulton",2.12
"georgia","fulton",3.64
"georgia","fulton",8.72
"georgia","fulton",6.43
"georgia","fulton",8.72
"georgia","fulton",6.32
"georgia","fulton",4.93
"georgia","fulton",6.68
"georgia","fulton",8.22
"georgia","fulton",7.6
"georgia","fulton",2.12
"georgia","fulton",2.48
"georgia","fulton",7.08
"georgia","fulton",2.24
"georgia","fulton",6.87
"georgia","fulton",7.62
"georgia","fulton",2.24
"georgia","fulton",4.09
"georgia","fulton",4.72
"georgia","fulton",6.54
"georgia","fulton",7.27
"georgia","fulton",7.21
"georgia","fulton",6.55
"georgia","fulton",7.225
"georgia","fulton",8.26
"georgia","fulton",8.26
"georgia","fulton",5.04
"georgia","fulton",5.23
"georgia","fulton",7.46333333333333
"georgia","fulton",6.98
"georgia","fulton",7.75
"georgia","fulton",6.64
"georgia","fulton",7.53
"georgia","fulton",2.24
"georgia","fulton",4.315
"georgia","fulton",5.275
"georgia","fulton",6.8875
"georgia","fulton",7.26
"georgia","fulton",7.62
"georgia","fulton",7.47
"georgia","fulton",6.28
"georgia","fulton",8.03
"georgia","fulton",8.05
"georgia","fulton",8.72
"georgia","fulton",6.98
"georgia","fulton",7.47
"georgia","fulton",6.41
"georgia","fulton",2.85
"georgia","fulton",7.55
"georgia","fulton",7.565
"georgia","fulton",7.47
"georgia","fulton",6.68
"georgia","fulton",7.36
"georgia","fulton",7.33
"georgia","fulton",7.47
"georgia","fulton",5.31
"georgia","fulton",5.08
"georgia","fulton",8.72
"georgia","fulton",2.24
"georgia","fulton",2.64
"georgia","fulton",5.08
"georgia","fulton",7.72
"georgia","fulton",4.93
"georgia","fulton",3.03
"georgia","fulton",6.411111111
"georgia","fulton",8.13
"georgia","fulton",6.32
"georgia","fulton",7.033333333
"georgia","fulton",2.24
"georgia","fulton",7.47
"georgia","fulton",7.075
"georgia","fulton",7.05
"georgia","fulton",7.05
"georgia","fulton",7.27
"georgia","fulton",7.27
"georgia","fulton",5.31
"georgia","fulton",5.55
"georgia","fulton",4.39
"georgia","fulton",2.24
"georgia","fulton",5.33
"georgia","fulton",5.24
"georgia","fulton",6.24
"georgia","fulton",2.24
"georgia","fulton",6.73
"georgia","fulton",6.68
"georgia","fulton",7.39
"georgia","fulton",4.725
"georgia","fulton",7.16
"georgia","fulton",8.21
"georgia","fulton",5.76
"georgia","fulton",5.295
"georgia","fulton",7.33
"georgia","fulton",6.43666666666667
"georgia","fulton",8.055
"georgia","fulton",2.24
"georgia","fulton",2.82
"georgia","fulton",8.05
"georgia","fulton",8.72
"georgia","fulton",8.72
"georgia","fulton",8.72
"georgia","fulton",6.67
"georgia","fulton",1.94
"georgia","fulton",7.84
"georgia","fulton",6.55
"georgia","fulton",5.55
"georgia","fulton",4.835
"georgia","fulton",5.31
"georgia","fulton",7.91
"georgia","fulton",7.27
"georgia","fulton",6.44
"georgia","fulton",3.79
"georgia","fulton",6.73
"georgia","fulton",6.68
"georgia","fulton",7.26
"georgia","fulton",6.82
"georgia","fulton",6.87
"georgia","fulton",7.075
"georgia","fulton",8.72
"georgia","fulton",7.02
"georgia","fulton",4.93
"georgia","fulton",7.74
"georgia","fulton",5.3
"georgia","fulton",7.27
"georgia","fulton",5.31
"georgia","fulton",7.56
"georgia","fulton",7.47
"georgia","fulton",5.31
"georgia","fulton",7.47
"georgia","fulton",7.27
"georgia","fulton",3.82
"georgia","fulton",4.09
"georgia","fulton",8.72
"georgia","fulton",5.68
"georgia","fulton",7.47
"georgia","fulton",8.22
"georgia","fulton",2.44
"georgia","fulton",5.72
"georgia","fulton",5.76
"georgia","fulton",6.59
"georgia","fulton",8.72
"georgia","fulton",5.995
"georgia","fulton",7.12
"georgia","fulton",8.72
"georgia","fulton",8.43
"georgia","fulton",5.08
"georgia","fulton",7.27
"georgia","fulton",2.82
"georgia","fulton",5.2
"georgia","fulton",7.84
"georgia","fulton",8.16
"georgia","fulton",3.93
"georgia","fulton",8.37
"georgia","fulton",8.15
"georgia","fulton",8.39
"georgia","fulton",6.97
"georgia","fulton",7.33
"georgia","fulton",7.91
"georgia","fulton",6.39
"georgia","fulton",5.765
"georgia","fulton",8.22
"georgia","fulton",8.22
"georgia","fulton",5.43
"georgia","fulton",6.5
"georgia","fulton",2.94
"georgia","fulton",8.22
"georgia","fulton",7.11
"georgia","fulton",7.25
"georgia","fulton",7.11
"georgia","fulton",8.22
"georgia","fulton",7.75
"georgia","fulton",7.47
"georgia","fulton",5.73
"georgia","fulton",7.2
"georgia","fulton",2.43
"georgia","fulton",7.59
"georgia","fulton",8.13
"georgia","fulton",8.22
"georgia","fulton",5.55
"georgia","fulton",5.11
"georgia","fulton",2.98
"georgia","fulton",5.67
"georgia","fulton",6.73
"georgia","fulton",7.74
"georgia","fulton",7.47
"georgia","fulton",7.1
"georgia","fulton",3.36
"georgia","fulton",2.12
"georgia","fulton",5.26
"georgia","fulton",8.72
"georgia","fulton",6.73
"georgia","fulton",6.73
"georgia","fulton",8.26
"georgia","fulton",5.14
"georgia","fulton",7.3
"georgia","fulton",7.62
"georgia","fulton",7.2
"georgia","fulton",7.26
"georgia","fulton",7.50666666666667
"georgia","fulton",2.12
"georgia","fulton",8.72
"georgia","fulton",4.33
"georgia","fulton",2.55
"georgia","fulton",5.31
"georgia","fulton",5.445
"georgia","fulton",5.78
"georgia","fulton",2.24
"georgia","fulton",4.705
"georgia","fulton",5.31
"georgia","fulton",6.175
"georgia","fulton",7.08
"georgia","fulton",4.33
"georgia","fulton",5.04
"georgia","fulton",3.58
"georgia","fulton",5.38
"georgia","fulton",4.83
"georgia","fulton",7.51
"georgia","fulton",2.24
"georgia","fulton",1.61
"georgia","fulton",7.39
"georgia","fulton",6.855
"georgia","fulton",3.85333333333333
"georgia","fulton",7.25
"georgia","fulton",7.6
"georgia","fulton",2.24
"georgia","fulton",7.75
"georgia","fulton",6.86
"georgia","fulton",7.73
"georgia","fulton",7.37
"georgia","fulton",6.55
"georgia","fulton",2.95
"georgia","fulton",2.31
"georgia","fulton",6.55
"georgia","fulton",5.31
"georgia","fulton",7.51
"georgia","fulton",5.31
"georgia","fulton",7.54
"georgia","fulton",2.755555556
"georgia","fulton",6.73
"georgia","fulton",7.24333333333333
"georgia","fulton",6.64
"georgia","fulton",6.39
"georgia","fulton",6.872222222
"georgia","fulton",2.24
"georgia","fulton",7.47
"georgia","fulton",4.815
"georgia","fulton",6.73
"georgia","fulton",6.47
"georgia","fulton",3.715
"georgia","fulton",7.52
"georgia","fulton",6.97
"georgia","fulton",7.33
"georgia","fulton",8.72
"georgia","fulton",8.05
"georgia","fulton",6.39
"georgia","fulton",7.27
"georgia","fulton",7.47
"georgia","fulton",6.33
"georgia","fulton",2.24
"georgia","fulton",5.265
"georgia","fulton",5.55
"georgia","fulton",1.9
"georgia","fulton",5.31
"georgia","fulton",5.31
"georgia","fulton",7.1
"georgia","fulton",7.47
"georgia","fulton",8.72
"georgia","fulton",7.295
"georgia","fulton",8.025
"georgia","fulton",3.74
"georgia","fulton",5.31
"georgia","fulton",2.24
"georgia","fulton",5.435
"georgia","fulton",6.31666666666667
"georgia","fulton",7.47
"georgia","fulton",5.22
"georgia","fulton",6.73
"georgia","fulton",8.72
"georgia","fulton",6.411111111
"georgia","fulton",8.36333333333334
"georgia","fulton",6.32
"georgia","fulton",4.485
"georgia","fulton",6.94666666666667
"georgia","fulton",7.244444444
"georgia","fulton",7.47
"georgia","fulton",1.25
"georgia","fulton",2.44
"georgia","fulton",5.16
"georgia","fulton",8.72
"georgia","fulton",6.93333333333333
"georgia","fulton",6.87
"georgia","fulton",5.31
"georgia","fulton",3.07
"georgia","fulton",5.78
"georgia","fulton",5.58
"georgia","fulton",5.31
"georgia","fulton",7.47
"georgia","fulton",5.67
"georgia","fulton",3.58
"georgia","fulton",4.95
"georgia","fulton",6.32
"georgia","fulton",6.68
"georgia","fulton",7.59
"georgia","fulton",7.59
"georgia","fulton",8.72
"georgia","fulton",7.56
"georgia","fulton",7.59
"georgia","fulton",7.33
"georgia","fulton",3.58
"georgia","fulton",8.02
"georgia","fulton",6.67333333333333
"georgia","fulton",7.12
"georgia","fulton",2.78
"georgia","fulton",2.24
"georgia","fulton",5.33
"georgia","fulton",6.05666666666667
"georgia","fulton",4.75
"georgia","fulton",7.26
"georgia","fulton",7.26
"georgia","fulton",7.48
"georgia","fulton",5.13
"georgia","fulton",5.47
"georgia","fulton",1.61
"georgia","fulton",6.68
"georgia","fulton",4.93
"georgia","fulton",6.87
"georgia","fulton",2.82
"georgia","fulton",4.93
"georgia","fulton",6.73
"georgia","fulton",5.39
"georgia","fulton",6.87
"georgia","fulton",5.32
"georgia","fulton",7.2
"georgia","fulton",7.2
"georgia","fulton",7.47
"georgia","fulton",7.75
"georgia","fulton",6.68
"georgia","fulton",7.47
"georgia","fulton",7.33
"georgia","fulton",8.05
"georgia","fulton",7.33
"georgia","fulton",6.41
"georgia","fulton",2.73
"georgia","fulton",7.62
"georgia","fulton",5.315
"georgia","fulton",7.12
"georgia","fulton",7.995
"georgia","fulton",4.33
"georgia","fulton",5.39
"georgia","fulton",7.37
"georgia","fulton",7.33
"georgia","fulton",2.24
"georgia","fulton",2.24
"georgia","fulton",6.32
"georgia","fulton",5.22
"georgia","fulton",2.24
"georgia","fulton",5.53
"georgia","fulton",6.411111111
"georgia","fulton",6.73
"georgia","fulton",6.73
"georgia","fulton",7.41
"georgia","fulton",8.21
"georgia","fulton",2.44
"georgia","fulton",6.98
"georgia","fulton",7.05
"georgia","fulton",6.73
"georgia","fulton",5.545
"georgia","fulton",5.11
"georgia","fulton",2.24
"georgia","fulton",5.78
"georgia","fulton",2.44
"georgia","fulton",8.22
"georgia","fulton",6.36
"georgia","fulton",7.47
"georgia","fulton",6.54
"georgia","fulton",6.98
"georgia","fulton",7.27
"georgia","fulton",5.70666666666667
"georgia","fulton",5.70666666666667
"georgia","fulton",6.32
"georgia","fulton",8.15
"georgia","fulton",6.87
"georgia","fulton",1.94
"georgia","fulton",7.72
"georgia","fulton",2.24
"georgia","fulton",5.31
"georgia","fulton",6.03
"georgia","fulton",6.65333333333333
"georgia","fulton",2.12
"georgia","fulton",6.411111111
"georgia","fulton",4.84
"georgia","fulton",6.98
"georgia","fulton",6.48
"georgia","fulton",7.26
"georgia","fulton",2.31
"georgia","fulton",5.13
"georgia","fulton",4.93
"georgia","fulton",6.39
"georgia","fulton",2.24
"georgia","fulton",6.16
"georgia","fulton",7.59
"georgia","fulton",6.28
"georgia","fulton",5.32666666666667
"georgia","fulton",7.94
"georgia","fulton",5.22
"georgia","fulton",3.76
"georgia","fulton",5.15
"georgia","fulton",6.87
"georgia","fulton",6.81
"georgia","fulton",8.21
"georgia","fulton",6.98
"georgia","fulton",6.145
"georgia","fulton",2.44
"georgia","fulton",7.9
"georgia","fulton",8.42
"georgia","fulton",7.86
"georgia","fulton",8.37
"georgia","fulton",7.59
"georgia","fulton",7.16
"georgia","fulton",5.31
"georgia","fulton",7.73
"georgia","fulton",2.24
"georgia","fulton",8.1
"georgia","fulton",5.08
"georgia","fulton",1.94
"georgia","fulton",5.78
"georgia","fulton",6.59
"georgia","fulton",1.9
"georgia","fulton",7.05
"georgia","fulton",5.24
"georgia","fulton",7.26
"georgia","fulton",8.21
"georgia","fulton",7.47
"georgia","fulton",6.32
"georgia","fulton",4.25
"georgia","fulton",2.44
"georgia","fulton",6.06666666666667
"georgia","fulton",8.72
"georgia","fulton",4.09
"georgia","fulton",5.31
"georgia","fulton",4.32
"georgia","fulton",2.24
"georgia","fulton",5
"georgia","fulton",6.66666666666667
"georgia","fulton",6.98
"georgia","fulton",7.62
"georgia","fulton",6.535
"georgia","fulton",2.95
"georgia","fulton",1.9
"georgia","fulton",7.51
"georgia","fulton",6.98
"georgia","fulton",7.48
"georgia","fulton",6.87
"georgia","fulton",2.12
"georgia","fulton",5.31
"georgia","fulton",2.44
"georgia","fulton",7.125
"georgia","fulton",7.95
"georgia","fulton",6.43
"georgia","fulton",6.68
"georgia","fulton",8.02
"georgia","fulton",7.74
"georgia","fulton",5.31
"georgia","fulton",5.67
"georgia","fulton",6.5
"georgia","fulton",6.81
"georgia","fulton",6.5
"georgia","fulton",6.47
"georgia","fulton",5.08
"georgia","fulton",5.08
"georgia","fulton",5.7
"georgia","fulton",5.08
"georgia","fulton",6.18
"georgia","fulton",6.265
"georgia","fulton",7.47
"georgia","fulton",6.91
"georgia","fulton",4.93
"georgia","fulton",6.98
"georgia","fulton",8.72
"georgia","fulton",6.43
"georgia","fulton",1.9
"georgia","fulton",6.31666666666667
"georgia","fulton",2.24
"georgia","fulton",3.21
"georgia","fulton",7.48
"georgia","fulton",7.05
"georgia","fulton",7.41
"georgia","fulton",8.26
"georgia","fulton",6.32
"georgia","fulton",6.68
"georgia","fulton",7.47
"georgia","fulton",2.24
"georgia","fulton",8.15
"georgia","fulton",6.29
"georgia","fulton",8.025
"georgia","fulton",7.1
"georgia","fulton",8.025
"georgia","fulton",7.43666666666667
"georgia","fulton",6.525
"georgia","fulton",7.27
"georgia","fulton",6.89
"georgia","fulton",2.24
"georgia","fulton",4.93
"georgia","fulton",4.93
"georgia","fulton",7.11
"georgia","fulton",7.59
"georgia","fulton",7.47
"georgia","fulton",7.47
"georgia","fulton",6.32
"georgia","fulton",7.65
"georgia","fulton",7.1
"georgia","fulton",8.22
"georgia","fulton",7.47
"georgia","fulton",7.8
"georgia","fulton",2.24
"georgia","fulton",2.24
"georgia","fulton",7.26
"georgia","fulton",8.39
"georgia","fulton",7.91
"georgia","fulton",4.33
"georgia","fulton",6.32
"georgia","fulton",1.94
"georgia","fulton",7.2
"georgia","fulton",7.2
"georgia","fulton",8.15
"georgia","fulton",6.88
"georgia","fulton",2.82
"georgia","fulton",6.28
"georgia","fulton",6.61
"georgia","fulton",5.72
"georgia","fulton",7.145
"georgia","fulton",8.13
"georgia","fulton",7.16
"georgia","fulton",7.375
"georgia","fulton",6.92
"georgia","fulton",5.845
"georgia","fulton",5.08
"georgia","fulton",6.68
"georgia","fulton",4.93
"georgia","fulton",5.15
"georgia","fulton",6.03
"georgia","fulton",6.89
"georgia","fulton",4.25
"georgia","fulton",8.03
"georgia","fulton",7.11
"georgia","fulton",7.47
"georgia","fulton",8.72
"georgia","fulton",4.02
"georgia","fulton",6.14
"georgia","fulton",6.21
"georgia","fulton",1.97
"georgia","fulton",6.55
"georgia","fulton",7.29666666666667
"georgia","fulton",5.55
"georgia","fulton",3.38
"georgia","fulton",7.39
"georgia","fulton",6.71
"georgia","fulton",5.55
"georgia","fulton",6.91
"georgia","fulton",6.89
"georgia","fulton",8.15
"georgia","fulton",6.411111111
"georgia","fulton",4.855
"georgia","fulton",4.33
"georgia","fulton",7.7
"georgia","fulton",5.55
"georgia","fulton",5.47
"georgia","fulton",7.2
"georgia","fulton",7.91
"georgia","fulton",6.87
"georgia","fulton",6.73
"georgia","fulton",2.28
"georgia","fulton",6.39
"georgia","fulton",6.39
"georgia","fulton",2.79
"georgia","fulton",3.66333333333333
"georgia","fulton",7.2
"georgia","fulton",7.2
"georgia","fulton",7.745
"georgia","fulton",7.27
"georgia","fulton",8.39
"georgia","fulton",4.93
"georgia","fulton",7.51
"georgia","fulton",7.795
"georgia","fulton",8.02
"georgia","fulton",6.765
"georgia","fulton",2.24
"georgia","fulton",7.125
"georgia","fulton",2.44
"georgia","fulton",2.24
"georgia","fulton",4.75
"georgia","fulton",2.24
"georgia","fulton",2.95
"georgia","fulton",7.51
"georgia","fulton",5.31
"georgia","fulton",7.26
"georgia","fulton",7.11
"georgia","fulton",2.24
"georgia","fulton",3.895
"georgia","fulton",7.59
"georgia","fulton",7.2
"georgia","fulton",5.31
"georgia","fulton",8.72
"georgia","fulton",2.44
"georgia","fulton",4.25
"georgia","fulton",7.51
"georgia","fulton",8.26
"georgia","fulton",6.32
"georgia","fulton",6.411111111
"georgia","fulton",7.81
"georgia","fulton",7.91
"georgia","fulton",1.895
"georgia","fulton",7.26
"georgia","fulton",8.15
"georgia","fulton",3.58
"georgia","fulton",3.58
"georgia","fulton",2.24
"georgia","fulton",3.58
"georgia","fulton",2.39
"georgia","fulton",6.68
"georgia","fulton",7.65
"georgia","fulton",2.12
"georgia","fulton",2.24
"georgia","fulton",5.76
"georgia","fulton",2.91
"georgia","fulton",3.58
"georgia","fulton",2.24
"georgia","fulton",6.73
"georgia","fulton",7.47
"georgia","fulton",7.47
"georgia","fulton",6.411111111
"georgia","fulton",7.86
"georgia","fulton",2.95
"georgia","fulton",6.73
"georgia","fulton",7.255
"georgia","fulton",6.34
"georgia","fulton",6.16
